"","Year","Rnd","DT","OvPck","FrRnd","RdPck","Tm","Signed","Name","Pos","WAR","G","AB","HR","BA","OPS","G.1","W","L","ERA","WHIP","SV","Type","Drafted.Out.of","bbrid"
"118",2016,4,NA,118,"FrRnd",12,"Red Sox","Y","Bobby Dalbec (minors)","3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Arizona (Tucson, AZ)","dalbec000bob"
"119",2016,4,NA,119,"FrRnd",13,"Diamondbacks","Y","Curtis Taylor (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of British Columbia (Vancouver, BC)","taylor002cur"
"120",2016,4,NA,120,"FrRnd",14,"Rays","Y","Easton McGee (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Hopkinsville HS (Hopkinsville, KY)","mcgee-000eas"
"121",2016,4,NA,121,"FrRnd",15,"Orioles","Y","Brenan Hanifee (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Turner-Ashby HS (Bridgewater, VA)","hanife000bre"
"122",2016,4,NA,122,"FrRnd",16,"Indians","Y","Shane Bieber (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of California, Santa Barbara (Santa Barbara, CA)","bieber000sha"
"123",2016,4,NA,123,"FrRnd",17,"Twins","Y","Thomas Hackimer (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","St. John's University (Queens, NY)","hackim000tho"
"124",2016,4,NA,124,"FrRnd",18,"Nationals","Y","Nick Banks (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Texas A&M University (College Station, TX)","banks-000nic"
"125",2016,4,NA,125,"FrRnd",19,"Giants","Y","Matt Krook (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Oregon (Eugene, OR)","krook-000mat"
"126",2016,4,NA,126,"FrRnd",20,"Angels","Y","Chris Rodriguez (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Monsignor Edward Pace HS (Opa-locka, FL)","rodrig007chr"
"127",2016,4,NA,127,"FrRnd",21,"Astros","Y","Brett Adcock (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Michigan (Ann Arbor, MI)","adcock000bre"
"128",2016,4,NA,128,"FrRnd",22,"Yankees","Y","Nick Nelson (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Gulf Coast Community College (Panama City, FL)","nelson003nic"
"129",2016,4,NA,129,"FrRnd",23,"Rangers","Y","Charles Leblanc (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Pittsburgh (Pittsburgh, PA)","leblan000cha"
"130",2016,4,NA,130,"FrRnd",24,"Mets","Y","Michael Paez (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Coastal Carolina University (Conway, SC)","paez--000mic"
"131",2016,4,NA,131,"FrRnd",25,"Dodgers","Y","DJ Peters (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Western Nevada College (Carson City, NV)","peters000dj-"
"132",2016,4,NA,132,"FrRnd",26,"Blue Jays","Y","Joshua Palacios (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Auburn University (Auburn, AL)","palaci002jos"
"133",2016,4,NA,133,"FrRnd",27,"Royals","Y","Jace Vines (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Texas A&M University (College Station, TX)","vines-000jac"
"134",2016,4,NA,134,"FrRnd",28,"Cubs","Y","Tyson Miller (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","California Baptist University (Riverside, CA)","miller000tys"
"135",2016,4,NA,135,"FrRnd",29,"Pirates","Y","Braeden Ogle (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Jensen Beach HS (Jensen Beach, FL)","ogle--000bra"
"136",2016,4,NA,136,"FrRnd",30,"Cardinals","Y","Jeremy Martinez (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Southern California (Los Angeles, CA)","martin004jer"
"137",2016,5,NA,137,"FrRnd",1,"Phillies","Y","Cole Irvin (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Oregon (Eugene, OR)","irvin-000col"
"138",2016,5,NA,138,"FrRnd",2,"Reds","Y","Ryan Hendrix (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Texas A&M University (College Station, TX)","hendri002rya"
"139",2016,5,NA,139,"FrRnd",3,"Braves","Y","Jeremy Walker (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Gardner-Webb University (Boiling Springs, NC)","walker003jer"
"140",2016,5,NA,140,"FrRnd",4,"Rockies","Y","Brian Serven (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Arizona State University (Tempe, AZ)","serven000bri"
"141",2016,5,NA,141,"FrRnd",5,"Brewers","Y","Zack Brown (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Kentucky (Lexington, KY)","brown-002zac"
"142",2016,5,NA,142,"FrRnd",6,"Athletics","Y","JaVon Shelby (minors)","3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Kentucky (Lexington, KY)","shelby000jav"
"143",2016,5,NA,143,"FrRnd",7,"Marlins","Y","Sam Perez (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Missouri State University (Springfield, MO)","perez-002sam"
"144",2016,5,NA,144,"FrRnd",8,"Padres","Y","Lake Bachar (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Wisconsin at Whitewater (Whitewater, WI)","bachar000lak"
"145",2016,5,NA,145,"FrRnd",9,"Tigers","Y","Mark Ecker (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Texas A&M University (College Station, TX)","ecker-000mar"
"146",2016,5,NA,146,"FrRnd",10,"White Sox","Y","Jimmy Lambert (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","California State University Fresno (Fresno, CA)","lamber000jim"
"147",2016,5,NA,147,"FrRnd",11,"Mariners","Y","Donnie Walton (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Oklahoma State University (Stillwater, OK)","walton000don"
"148",2016,5,NA,148,"FrRnd",12,"Red Sox","Y","Mike Shawaryn (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Maryland (College Park, MD)","shawar000mic"
"149",2016,5,NA,149,"FrRnd",13,"Diamondbacks","Y","Joey Rose (minors)","3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Toms River North HS (Toms River, NJ)","rose--000joe"
"150",2016,5,NA,150,"FrRnd",14,"Rays","Y","Mikey York (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","College of Southern Nevada (Henderson, NV)","york--000mik"
"151",2016,5,NA,151,"FrRnd",15,"Orioles","Y","Alexis Torres (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Colegio Angel David HS (Toa Alta, Puerto Rico)","torres009ale"
"152",2016,5,NA,152,"FrRnd",16,"Indians","Y","Conner Capel (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Seven Lakes HS (Katy, TX)","capel-000con"
"153",2016,5,NA,153,"FrRnd",17,"Twins","Y","Jordan Balazovic (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","St. Martin SS (Mississauga, ON)","balazo000jor"
"154",2016,5,NA,154,"FrRnd",18,"Nationals","Y","Daniel Johnson (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","New Mexico State University (Las Cruces, NM)","johnso013dan"
"155",2016,5,NA,155,"FrRnd",19,"Giants","Y","Ryan Howard (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Missouri Columbia (Columbia, MO)","howard003rya"
"156",2016,5,NA,156,"FrRnd",20,"Angels","Y","Connor Justus (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Georgia Institute of Technology (Atlanta, GA)","justus000con"
"157",2016,5,NA,157,"FrRnd",21,"Astros","Y","Abraham Toro-Hernandez (minors)","3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Seminole State College (Seminole, OK)","toro-h000abr"
"158",2016,5,NA,158,"FrRnd",22,"Yankees","Y","Dom Thompson-Williams (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of South Carolina (Columbia, SC)","thomps000dom"
"159",2016,5,NA,159,"FrRnd",23,"Rangers","Y","Kyle Roberts (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Henry Ford Community College (Dearborn, MI)","robert000kyl"
"160",2016,5,NA,160,"FrRnd",24,"Mets","Y","Colby Woodmansee (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Arizona State University (Tempe, AZ)","woodma000col"
"161",2016,5,NA,161,"FrRnd",25,"Dodgers","Y","Devin Smeltzer (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","San Jacinto College, North Campus (Houston, TX)","smeltz000dev"
"162",2016,5,NA,162,"FrRnd",26,"Blue Jays","Y","Cavan Biggio (minors)","2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Notre Dame (South Bend, IN)","biggio001cav"
"163",2016,5,NA,163,"FrRnd",27,"Royals","Y","Nicky Lopez (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Creighton University (Omaha, NE)","lopez-000nic"
"164",2016,5,NA,164,"FrRnd",28,"Cubs","Y","Bailey Clark (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Duke University (Durham, NC)","clark-002bai"
"165",2016,5,NA,165,"FrRnd",29,"Pirates","Y","Blake Cederlind (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Merced College (Merced, CA)","cederl000bla"
"166",2016,5,NA,166,"FrRnd",30,"Cardinals","Y","Walker Robbins (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","George County HS (Lucedale, MS)","robbin000wal"
"167",2016,6,NA,167,"FrRnd",1,"Phillies","Y","David Martinelli (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Dallas Baptist University (Dallas, TX)","martin020dav"
"168",2016,6,NA,168,"FrRnd",2,"Reds","Y","Tyler Mondile (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Gloucester Catholic HS (Gloucester City, NJ)","mondil000tyl"
"169",2016,6,NA,169,"FrRnd",3,"Braves","Y","Matt Gonzalez (minors)","2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Georgia Institute of Technology (Atlanta, GA)","gonzal007ale"
"170",2016,6,NA,170,"FrRnd",4,"Rockies","Y","Willie Abreu (minors)","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Miami (Coral Gables, FL)","abreu-001wil"
"171",2016,6,NA,171,"FrRnd",5,"Brewers","Y","Payton Henry (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Pleasant Grove HS (Pleasant Grove, UT)","henry-000pay"
"172",2016,6,NA,172,"FrRnd",6,"Athletics","Y","Brandon Bailey (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Gonzaga University (Spokane, WA)","bailey004bra"
"173",2016,6,NA,173,"FrRnd",7,"Marlins","Y","Remey Reed (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Oklahoma State University (Stillwater, OK)","reed--000rem"
"174",2016,6,NA,174,"FrRnd",8,"Padres","Y","Will Stillman (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Wofford College (Spartanburg, SC)","stillm000wil"
"175",2016,6,NA,175,"FrRnd",9,"Tigers","Y","Bryan Garcia (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Miami (Coral Gables, FL)","garcia003bry"
"176",2016,6,NA,176,"FrRnd",10,"White Sox","Y","Luis Curbelo (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Cocoa HS (Cocoa, FL)","curbel000lui"
"177",2016,6,NA,177,"FrRnd",11,"Mariners","Y","Brandon Miller (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Millersville University of Pennsylvania (Millersville, PA)","miller006bra"
"178",2016,6,NA,178,"FrRnd",12,"Red Sox","Y","Stephen Nogosek (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Oregon (Eugene, OR)","nogose000ste"
"179",2016,6,NA,179,"FrRnd",13,"Diamondbacks","Y","Mack Lemieux (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Palm Beach Community College (Lake Worth, FL)","lemieu000mac"
"180",2016,6,NA,180,"FrRnd",14,"Rays","Y","Zack Trageton (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Faith Lutheran HS (Las Vegas, NV)","traget000zac"
"181",2016,6,NA,181,"FrRnd",15,"Orioles","Y","Tobias Myers (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Winter Haven HS (Winter Haven, FL)","myers-000tob"
"182",2016,6,NA,182,"FrRnd",16,"Indians","Y","Ulysses Cantu (minors)","3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Boswell HS (Fort Worth, TX)","cantu-000uly"
"183",2016,6,NA,183,"FrRnd",17,"Twins","Y","Alex Schick (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of California, Berkeley (Berkeley, CA)","schick000ale"
"184",2016,6,NA,184,"FrRnd",18,"Nationals","Y","Tres Barrera (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Texas at Austin (Austin, TX)","barrer000tre"
"185",2016,6,NA,185,"FrRnd",19,"Giants","Y","Gio Brusa (minors)","LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of the Pacific (Stockton, CA)","brusa-000gio"
"186",2016,6,NA,186,"FrRnd",20,"Angels","Y","Cole Duensing (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Blue Valley Northwest HS (Overland Park, KS)","duensi000col"
"187",2016,6,NA,187,"FrRnd",21,"Astros","Y","Stephen Wrenn (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Georgia (Athens, GA)","wrenn-002ste"
"188",2016,6,NA,188,"FrRnd",22,"Yankees","Y","Brooks Kriske (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Southern California (Los Angeles, CA)","kriske000bro"
"189",2016,6,NA,189,"FrRnd",23,"Rangers","Y","Kyle Cody (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Kentucky (Lexington, KY)","cody--000kyl"
"190",2016,6,NA,190,"FrRnd",24,"Mets","Y","Chris Viall (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Stanford University (Palo Alto, CA)","viall-000chr"
"191",2016,6,NA,191,"FrRnd",25,"Dodgers","Y","Errol Robinson (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Mississippi (Oxford, MS)","robins000err"
"192",2016,6,NA,192,"FrRnd",26,"Blue Jays","Y","D.J. Daniels (minors)","OF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Fike HS (Wilson, NC)","daniel000dj-"
"193",2016,6,NA,193,"FrRnd",27,"Royals","Y","Cal Jones (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Dadeville HS (Camp Hill, AL)","jones-004cal"
"194",2016,6,NA,194,"FrRnd",28,"Cubs","Y","Chad Hockin (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","California State University Fullerton (Fullerton, CA)","hockin000cha"
"195",2016,6,NA,195,"FrRnd",29,"Pirates","Y","Cam Vieaux (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Michigan State University (East Lansing, MI)","vieaux000cam"
"196",2016,6,NA,196,"FrRnd",30,"Cardinals","Y","Tommy Edman (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Stanford University (Palo Alto, CA)","edman-000tom"
"197",2016,7,NA,197,"FrRnd",1,"Phillies","Y","Henri Lartigue (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Mississippi (Oxford, MS)","lartig000hen"
"198",2016,7,NA,198,"FrRnd",2,"Reds","Y","Andy Cox (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Tennessee (Knoxville, TN)","cox---001and"
"199",2016,7,NA,199,"FrRnd",3,"Braves","Y","J.B. Moss (minors)","LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Texas A&M University (College Station, TX)","moss--000jb-"
"200",2016,7,NA,200,"FrRnd",4,"Rockies","Y","Reid Humphreys (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Mississippi State University (Mississippi State, MS)","humphr000rei"
"201",2016,7,NA,201,"FrRnd",5,"Brewers","Y","Daniel Brown (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Mississippi State University (Mississippi State, MS)","brown-012dan"
"202",2016,7,NA,202,"FrRnd",6,"Athletics","Y","Tyler Ramirez (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of North Carolina at Chapel Hill (Chapel Hill, NC)","ramire000tyl"
"203",2016,7,NA,203,"FrRnd",7,"Marlins","Y","Corey Bird (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Marshall University (Huntington, WV)","bird--000cor"
"204",2016,7,NA,204,"FrRnd",8,"Padres","Y","Dan Dallas (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Canisius HS (Buffalo, NY)","dallas000dan"
"205",2016,7,NA,205,"FrRnd",9,"Tigers","Y","Austin Sodders (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of California, Riverside (Riverside, CA)","sodder000aus"
"206",2016,7,NA,206,"FrRnd",10,"White Sox","Y","Bernardo Flores (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Southern California (Los Angeles, CA)","flores000ber"
"207",2016,7,NA,207,"FrRnd",11,"Mariners","Y","Matt Festa (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","East Stroudsburg University of Pennsylvania (East Stroudsburg, PA)","festa-000mat"
"208",2016,7,NA,208,"FrRnd",12,"Red Sox","Y","Ryan Scott (minors)","LF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Arkansas at Little Rock (Little Rock, AR)","scott-004rya"
"209",2016,7,NA,209,"FrRnd",13,"Diamondbacks","Y","Jordan Watson (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Sciences and Arts of Oklahoma (Chickasha, OK)","watson000jor"
"210",2016,7,NA,210,"FrRnd",14,"Rays","Y","J.D. Busfield (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Loyola Marymount University (Los Angeles, CA)","busfie000jd-"
"211",2016,7,NA,211,"FrRnd",15,"Orioles","Y","Preston Palmeiro (minors)","1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","North Carolina State University (Raleigh, NC)","palmei000pre"
"212",2016,7,NA,212,"FrRnd",16,"Indians","Y","Michael Tinsley (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Kansas (Lawrence, KS)","tinsle000mic"
"213",2016,7,NA,213,"FrRnd",17,"Twins","Y","Matt Albanese (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Bryant College (Smithfield, RI)","albane000mat"
"214",2016,7,NA,214,"FrRnd",18,"Nationals","Y","Jake Noll (minors)","2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Florida Gulf Coast University (Fort Myers, FL)","noll--000jak"
"215",2016,7,NA,215,"FrRnd",19,"Giants","Y","Garrett Williams (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Oklahoma State University (Stillwater, OK)","willia007gar"
"216",2016,7,NA,216,"FrRnd",20,"Angels","Y","Jordan Zimmerman (minors)","2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Michigan State University (East Lansing, MI)","zimmer003jor"
"217",2016,7,NA,217,"FrRnd",21,"Astros","N","Tyler Buffett (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Oklahoma State University (Stillwater, OK)","buffet000tyl"
"218",2016,7,NA,218,"FrRnd",22,"Yankees","Y","Keith Skinner (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of North Florida (Jacksonville, FL)","skinne000kei"
"219",2016,7,NA,219,"FrRnd",23,"Rangers","Y","Sam Huff (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Arcadia HS (Phoenix, AZ)","huff--000sam"
"220",2016,7,NA,220,"FrRnd",24,"Mets","Y","Austin McGeorge (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","California State University Long Beach (Long Beach, CA)","mcgeor000aus"
"221",2016,7,NA,221,"FrRnd",25,"Dodgers","Y","Luke Raley (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Lake Erie College (Painesville, OH)","raley-000luc"
"222",2016,7,NA,222,"FrRnd",26,"Blue Jays","Y","Andy Ravel (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Kent State University (Kent, OH)","ravel-000and"
"223",2016,7,NA,223,"FrRnd",27,"Royals","Y","Travis Eckert (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Oregon State University (Corvallis, OR)","eckert002tra"
"224",2016,7,NA,224,"FrRnd",28,"Cubs","Y","Michael Cruz (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Bethune-Cookman College (Daytona Beach, FL)","cruz--000mic"
"225",2016,7,NA,225,"FrRnd",29,"Pirates","Y","Brent Gibbs (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JC","Central Arizona College (Coolidge, AZ)","gibbs-000bre"
"226",2016,7,NA,226,"FrRnd",30,"Cardinals","Y","Andrew Knizner (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","North Carolina State University (Raleigh, NC)","knizne000and"
"227",2016,8,NA,227,"FrRnd",1,"Phillies","Y","Grant Dyer (minors)","RHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of California, Los Angeles (Los Angeles, CA)","dyer--000gra"
"228",2016,8,NA,228,"FrRnd",2,"Reds","Y","John Sansone (minors)","2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Florida State University (Tallahassee, FL)","sanson002joh"
"229",2016,8,NA,229,"FrRnd",3,"Braves","Y","Taylor Hyssong (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of North Carolina at Wilmington (Wilmington, NC)","hysson000tay"
"230",2016,8,NA,230,"FrRnd",4,"Rockies","Y","Ty Culbreth (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of Texas at Austin (Austin, TX)","culbre000ty-"
"231",2016,8,NA,231,"FrRnd",5,"Brewers","Y","Francisco Thomas (minors)","SS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HS","Osceola HS (Kissimmee, FL)","thomas008fra"
"232",2016,8,NA,232,"FrRnd",6,"Athletics","Y","Will Gilbert (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","North Carolina State University (Raleigh, NC)","gilber003wil"
"233",2016,8,NA,233,"FrRnd",7,"Marlins","Y","Aaron Knapp (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","University of California, Berkeley (Berkeley, CA)","knapp-000aar"
"234",2016,8,NA,234,"FrRnd",8,"Padres","Y","Ben Sheckler (minors)","LHP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Cornerstone University (Grand Rapids, MI)","sheckl000ben"
"235",2016,8,NA,235,"FrRnd",9,"Tigers","Y","Jake Robson (minors)","CF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Mississippi State University (Mississippi State, MS)","robson000jac"
"236",2016,8,NA,236,"FrRnd",10,"White Sox","Y","Nate Nolan (minors)","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","St. Mary's College of California (Moraga, CA)","nolan-000nat"
"237",2016,8,NA,237,"FrRnd",11,"Mariners","Y","Nick Zammarelli (minors)","3B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4Yr","Elon University (Elon, NC)","zammar000nic"
